ID,Timestamp,Model,Satisfied,Avg_Satisfaction,Avg_Path_Length,Client_Energy,Malicious_Energy,Benevolent_Energy,Relay_Energy,Avg_Sensor_Energy
1,2026-03-21 08:01:07,LFTM,YES,0.98515,3.82523,19673.09838,1350.72175,1269.84071,6382.55787,143.38109
2,2026-03-21 08:02:14,LFTM,YES,0.98486,4.04568,16621.943,2119.72006,2058.69475,9307.69221,150.54025
3,2026-03-21 08:03:21,LFTM,YES,0.98643,3.39985,27370.05304,1159.86297,3053.07637,10460.35434,210.21673
4,2026-03-21 08:04:28,LFTM,YES,0.98241,4.99575,24417.44966,1342.09174,2904.71716,7541.07361,181.02666
5,2026-03-21 08:05:35,LFTM,YES,0.97944,3.42988,22211.34611,1708.99223,1437.35727,5165.53041,152.61613
6,2026-03-21 08:06:42,LFTM,YES,0.97942,3.37087,30550.56044,625.01582,1210.29588,8168.00697,202.7694
7,2026-03-21 08:07:49,LFTM,YES,0.97617,3.594,18986.66445,2084.8518,2890.05972,8081.54115,160.21559
8,2026-03-21 08:08:56,LFTM,YES,0.9768,4.03317,33372.13208,1942.99174,1595.11169,10415.68128,236.62958
9,2026-03-21 08:09:03,LFTM,YES,0.98885,3.6084,28618.10633,1124.56719,2449.47984,8317.71492,202.54934
10,2026-03-21 08:10:10,LFTM,YES,0.99305,4.16003,23230.37172,823.31546,1370.8217,7313.85537,163.69182
11,2026-03-21 08:11:17,LFTM,YES,0.97747,4.10915,18106.82048,1531.42046,3579.11577,10998.47834,171.07918
12,2026-03-21 08:12:24,LFTM,YES,0.97591,4.21858,19861.90674,1841.58831,3464.45787,6485.81934,158.26886
13,2026-03-21 08:13:31,LFTM,YES,0.97705,3.30793,24245.39989,952.72011,3674.34081,5628.58335,172.50522
14,2026-03-21 08:14:38,LFTM,YES,0.99158,4.32937,17885.56629,601.22272,3056.72928,9167.95895,153.55739
15,2026-03-21 08:15:45,LFTM,YES,0.98033,4.96645,23297.03939,1160.40479,1912.19284,9105.29992,177.37468
16,2026-03-21 08:16:52,LFTM,YES,0.98277,4.2763,20291.86432,1068.37882,2119.95604,9323.07782,164.01639
17,2026-03-21 08:17:59,LFTM,YES,0.98438,4.60842,18663.77358,924.5547,2289.69394,6111.33116,139.94677
18,2026-03-21 08:18:06,LFTM,YES,0.99526,3.01217,17412.26794,816.71236,3876.1026,6959.55255,145.32318
19,2026-03-21 08:19:13,LFTM,YES,0.98307,5.26423,26667.19096,1402.76865,3229.04961,8377.88493,198.38447
20,2026-03-21 08:20:20,LFTM,YES,0.97924,4.51083,30029.20539,1036.17016,1181.50024,8395.75549,203.21316
21,2026-03-21 08:21:27,LFTM,YES,0.98002,3.00066,18586.77227,2145.03474,3434.61209,6239.86705,152.03143
22,2026-03-21 08:22:34,LFTM,YES,0.97644,3.20738,20835.54003,1884.43309,3843.3271,6195.83342,163.79567
23,2026-03-21 08:23:41,LFTM,YES,0.99452,4.32229,20421.60285,1225.13002,1401.52417,3783.37724,134.15817
24,2026-03-21 08:24:48,LFTM,YES,0.9934,4.87024,25975.62165,1672.9393,3997.48748,8077.72528,198.61887
25,2026-03-21 08:25:55,LFTM,YES,0.98468,4.3497,16284.10735,771.37855,1284.01387,8694.54073,135.1702
26,2026-03-21 08:26:02,LFTM,YES,0.99506,4.18796,15972.10049,1888.19619,1829.73798,3963.83251,118.26934
27,2026-03-21 08:27:09,LFTM,YES,0.98501,3.81314,31629.39768,1009.75822,3940.29669,9127.18895,228.53321
28,2026-03-21 08:28:16,LFTM,YES,0.99333,3.47559,19388.96809,979.52488,2948.16264,4514.96122,139.15808
29,2026-03-21 08:29:23,LFTM,YES,0.98789,4.75776,25384.089,655.93048,2536.52209,8580.8404,185.78691
30,2026-03-21 08:30:30,LFTM,YES,0.98531,5.26411,32013.32089,1027.21593,1750.7202,8195.82038,214.93539
