ID,Timestamp,Model,Satisfied,Avg_Satisfaction,Avg_Path_Length,Client_Energy,Malicious_Energy,Benevolent_Energy,Relay_Energy,Avg_Sensor_Energy
1,2026-03-20 08:01:07,EigenTrust,YES,0.98026,2.13251,7012.66125,181.5164,599.78859,1012.03938,293.53352
2,2026-03-20 08:02:14,EigenTrust,YES,0.9689,2.75696,5645.94783,171.52344,550.43413,853.92978,240.72784
3,2026-03-20 08:03:21,EigenTrust,YES,0.98476,3.00758,7371.37784,153.74659,725.61145,603.91345,295.15498
4,2026-03-20 08:04:28,EigenTrust,YES,0.98479,3.04865,8449.2545,488.97746,395.7646,862.44876,339.88151
5,2026-03-20 08:05:35,EigenTrust,YES,0.98202,2.15957,6753.44052,208.64907,225.48143,479.34906,255.564
6,2026-03-20 08:06:42,EigenTrust,YES,0.97299,2.37236,6968.37802,474.02838,549.38017,930.95721,297.42479
7,2026-03-20 08:07:49,EigenTrust,YES,0.98972,2.932,8563.22359,370.69184,660.42559,1131.19989,357.51803
8,2026-03-20 08:08:56,EigenTrust,YES,0.9687,3.32578,10320.02195,219.01793,553.60004,674.75828,392.24661
9,2026-03-20 08:09:03,EigenTrust,YES,0.97816,2.44156,8715.22295,458.10738,407.65829,463.18491,334.80578
10,2026-03-20 08:10:10,EigenTrust,YES,0.96596,2.91568,9856.4365,263.08559,216.21079,657.94314,366.45587
11,2026-03-20 08:11:17,EigenTrust,YES,0.96331,3.03694,9249.40703,310.15784,332.09036,969.15416,362.02698
12,2026-03-20 08:12:24,EigenTrust,YES,0.98665,2.44241,8253.22362,163.24727,700.19787,1244.62228,345.37637
13,2026-03-20 08:13:31,EigenTrust,YES,0.98359,2.80119,9782.44563,307.44501,180.32598,588.98727,361.97346
14,2026-03-20 08:14:38,EigenTrust,YES,0.9713,2.1753,10329.0528,478.24927,228.82247,783.18856,393.9771
15,2026-03-20 08:15:45,EigenTrust,YES,0.97583,2.81474,6957.81146,447.69755,421.18863,454.15785,276.02852
16,2026-03-20 08:16:52,EigenTrust,YES,0.98987,2.94484,7909.55046,302.20609,248.97239,469.6368,297.67886
17,2026-03-20 08:17:59,EigenTrust,YES,0.96492,2.92043,6759.17981,461.22221,669.99218,285.02882,272.5141
18,2026-03-20 08:18:06,EigenTrust,YES,0.98826,2.84236,8099.69064,411.69396,640.27329,428.4919,319.33833
19,2026-03-20 08:19:13,EigenTrust,YES,0.98269,2.97537,10912.90866,130.35133,409.49413,607.16313,401.99724
20,2026-03-20 08:20:20,EigenTrust,YES,0.97439,2.46211,6873.93546,468.5389,432.58452,1233.61893,300.28926
21,2026-03-20 08:21:27,EigenTrust,YES,0.98916,3.30428,10167.82654,158.18756,456.81544,456.49676,374.64421
22,2026-03-20 08:22:34,EigenTrust,YES,0.97016,3.11929,8002.54602,263.43307,725.67106,1394.50723,346.20525
23,2026-03-20 08:23:41,EigenTrust,YES,0.98916,2.85293,8482.07361,396.66998,212.58421,901.01311,333.07803
24,2026-03-20 08:24:48,EigenTrust,YES,0.96516,2.34157,8772.69309,366.83715,314.06622,343.86394,326.58201
25,2026-03-20 08:25:55,EigenTrust,YES,0.97432,2.85877,8375.30494,473.22957,296.42774,1059.43016,340.14641
26,2026-03-20 08:26:02,EigenTrust,YES,0.97154,3.07742,5898.98713,277.89706,749.11903,1395.31574,277.3773
27,2026-03-20 08:27:09,EigenTrust,YES,0.98678,3.24305,7532.39899,154.6762,655.23462,1044.24791,312.88526
28,2026-03-20 08:28:16,EigenTrust,YES,0.98506,2.48919,9148.63793,474.9613,256.54594,338.5144,340.62199
29,2026-03-20 08:29:23,EigenTrust,YES,0.98238,2.36468,8988.30877,198.2334,458.46316,1286.40379,364.3803
30,2026-03-20 08:30:30,EigenTrust,YES,0.9631,3.10245,9004.12358,197.40166,602.50162,862.01651,355.53478
31,2026-03-20 08:31:37,EigenTrust,YES,0.98741,2.80927,10090.27261,328.82892,264.41346,352.93462,367.88165
32,2026-03-20 08:32:44,EigenTrust,YES,0.98727,2.3731,6872.41357,132.14538,624.66626,1260.96164,296.33956
33,2026-03-20 08:33:51,EigenTrust,YES,0.98634,3.36907,9959.24446,451.38064,194.12823,1083.87737,389.62102
34,2026-03-20 08:34:58,EigenTrust,YES,0.98489,2.44685,9830.5598,134.31921,677.13507,1230.3119,395.7442
