ID,Timestamp,Model,Satisfied,Avg_Satisfaction,Avg_Path_Length,Client_Energy,Malicious_Energy,Benevolent_Energy,Relay_Energy,Avg_Sensor_Energy
1,2026-03-20 08:01:07,PowerTrust,YES,0.94373,3.05828,6227.31798,177.76632,185.78361,1147.23326,257.93671
2,2026-03-20 08:02:14,PowerTrust,YES,0.95782,3.46398,9902.09069,300.88572,551.83132,501.70282,375.21702
3,2026-03-20 08:03:21,PowerTrust,YES,0.95694,3.30414,6633.75574,312.9155,561.91696,1112.6097,287.37326
4,2026-03-20 08:04:28,PowerTrust,YES,0.94771,2.46434,8398.19984,384.17907,582.80236,269.7756,321.16523
5,2026-03-20 08:05:35,PowerTrust,YES,0.96212,3.33571,6059.6328,330.88321,520.77415,747.82174,255.30373
6,2026-03-20 08:06:42,PowerTrust,YES,0.93861,3.41831,10006.59554,116.94898,659.78386,665.8939,381.64074
7,2026-03-20 08:07:49,PowerTrust,YES,0.96008,3.20817,7041.3749,255.17184,336.42608,443.10067,269.20245
8,2026-03-20 08:08:56,PowerTrust,YES,0.95678,3.29165,9763.08554,201.07403,364.03474,751.58785,369.32607
9,2026-03-20 08:09:03,PowerTrust,YES,0.96117,2.74285,5877.29819,187.51527,346.81909,1029.19678,248.02764
10,2026-03-20 08:10:10,PowerTrust,YES,0.97086,3.45646,8372.64172,240.87773,239.95799,989.8499,328.11091
11,2026-03-20 08:11:17,PowerTrust,YES,0.95969,3.03435,5399.53346,89.22949,582.58218,1143.81781,240.50543
12,2026-03-20 08:12:24,PowerTrust,YES,0.94726,3.11932,5146.62145,245.90333,343.46635,808.28112,218.14241
13,2026-03-20 08:13:31,PowerTrust,YES,0.93826,2.91714,5160.43994,253.76666,293.74407,1176.91633,229.49557
14,2026-03-20 08:14:38,PowerTrust,YES,0.97439,2.33912,5591.20084,127.43397,251.92569,714.61739,222.83926
15,2026-03-20 08:15:45,PowerTrust,YES,0.95424,2.9345,10150.18846,152.98461,500.44102,1044.06378,394.9226
16,2026-03-20 08:16:52,PowerTrust,YES,0.95317,2.91851,5386.18619,81.13746,241.54871,687.35485,213.20757
17,2026-03-20 08:17:59,PowerTrust,YES,0.94181,2.88661,5317.01396,148.19046,593.39903,1084.74316,238.11155
18,2026-03-20 08:18:06,PowerTrust,YES,0.97397,2.93256,5267.79908,386.35043,313.81477,1160.50592,237.61567
19,2026-03-20 08:19:13,PowerTrust,YES,0.94108,2.41119,6326.40819,355.10399,351.52409,1093.93891,270.89917
20,2026-03-20 08:20:20,PowerTrust,YES,0.96697,2.85103,10069.04897,95.82722,375.72957,1034.64152,385.84158
21,2026-03-20 08:21:27,PowerTrust,YES,0.96894,2.23851,6493.96785,407.53851,402.75475,539.70648,261.46559
22,2026-03-20 08:22:34,PowerTrust,YES,0.94143,3.0042,9170.08139,314.75203,196.42919,333.07649,333.8113
23,2026-03-20 08:23:41,PowerTrust,YES,0.94226,2.20675,6672.16402,197.49261,291.23205,310.81968,249.05695
24,2026-03-20 08:24:48,PowerTrust,YES,0.93905,2.66009,5574.62773,276.55054,318.83732,569.86887,224.66282
25,2026-03-20 08:25:55,PowerTrust,YES,0.97421,3.47162,8016.9982,134.30153,347.26967,317.31106,293.86268
26,2026-03-20 08:26:02,PowerTrust,YES,0.95484,2.8295,5492.29894,161.56431,279.52798,815.65953,224.96836
27,2026-03-20 08:27:09,PowerTrust,YES,0.97595,2.63188,8262.98016,344.95339,321.41857,518.10463,314.91522
28,2026-03-20 08:28:16,PowerTrust,YES,0.95083,3.43146,6124.34259,182.30885,642.11018,1167.94335,270.55683
29,2026-03-20 08:29:23,PowerTrust,YES,0.9477,2.68887,9264.12203,208.45446,212.51335,752.94677,347.93455
30,2026-03-20 08:30:30,PowerTrust,YES,0.97612,2.80011,8712.67196,223.56704,302.12226,885.15616,337.45058
31,2026-03-20 08:31:37,PowerTrust,YES,0.96333,2.51463,8459.18114,315.45848,553.48377,250.81426,319.29792
32,2026-03-20 08:32:44,PowerTrust,YES,0.97482,3.09922,7872.59054,340.51934,336.56239,1092.88905,321.41871
33,2026-03-20 08:33:51,PowerTrust,YES,0.9643,2.66151,8399.69922,92.7065,651.72214,869.40869,333.78455
34,2026-03-20 08:34:58,PowerTrust,YES,0.93842,2.53636,7704.44883,250.24086,448.16174,764.61628,305.58226
35,2026-03-20 08:35:05,PowerTrust,YES,0.95802,2.64846,5225.26953,112.71039,365.06759,1160.77106,228.79395
36,2026-03-20 08:36:12,PowerTrust,YES,0.95621,2.46893,7562.92259,236.08596,376.2738,889.18235,302.14882
37,2026-03-20 08:37:19,PowerTrust,YES,0.97197,3.04236,8553.4106,132.56556,651.86974,425.01077,325.42856
