ID,Timestamp,Model,Satisfied,Avg_Satisfaction,Avg_Path_Length,Client_Energy,Malicious_Energy,Benevolent_Energy,Relay_Energy,Avg_Sensor_Energy
1,2026-03-20 08:01:07,BTRM_WSN,YES,0.95348,2.89138,8340.11565,451.69095,367.27061,651.84199,327.03064
2,2026-03-20 08:02:14,BTRM_WSN,YES,0.9732,2.83422,8624.58818,93.00905,602.73702,472.53992,326.42914
3,2026-03-20 08:03:21,BTRM_WSN,YES,0.95725,2.28074,10096.3553,208.20983,251.1548,1234.616,393.0112
4,2026-03-20 08:04:28,BTRM_WSN,YES,0.95877,2.22685,8969.71127,94.66756,178.17318,1106.38221,344.96447
5,2026-03-20 08:05:35,BTRM_WSN,YES,0.97596,2.68391,9426.59249,263.59224,597.90937,785.35603,369.115
6,2026-03-20 08:06:42,BTRM_WSN,YES,0.97741,3.12708,8215.83656,256.76595,700.2144,260.55747,314.44581
7,2026-03-20 08:07:49,BTRM_WSN,YES,0.98184,2.09554,5836.26858,313.11153,206.12523,509.01856,228.81746
8,2026-03-20 08:08:56,BTRM_WSN,YES,0.96857,2.58983,8669.30467,122.19192,555.97868,1179.23958,350.89049
9,2026-03-20 08:09:03,BTRM_WSN,YES,0.9658,2.29704,7230.23074,255.06209,398.79431,300.29957,272.81289
10,2026-03-20 08:10:10,BTRM_WSN,YES,0.9823,2.08727,9891.5682,119.96129,223.11044,1047.00336,376.05478
11,2026-03-20 08:11:17,BTRM_WSN,YES,0.96154,2.1589,7309.42963,334.5027,582.65634,1196.98689,314.11919
12,2026-03-20 08:12:24,BTRM_WSN,YES,0.97023,2.27656,8946.37604,169.09183,229.52011,1170.63317,350.5207
13,2026-03-20 08:13:31,BTRM_WSN,YES,0.97958,3.26691,9819.50504,315.08998,523.48454,220.45444,362.6178
14,2026-03-20 08:14:38,BTRM_WSN,YES,0.97459,2.40168,7235.05315,87.28967,648.42449,846.93247,293.92333
15,2026-03-20 08:15:45,BTRM_WSN,YES,0.97611,2.27967,7667.09547,212.83599,373.5292,1027.05132,309.3504
16,2026-03-20 08:16:52,BTRM_WSN,YES,0.95551,2.80319,9039.43104,187.03857,534.06628,753.36758,350.46345
17,2026-03-20 08:17:59,BTRM_WSN,YES,0.96505,2.36822,9063.82578,267.48728,536.92291,242.68414,337.03067
18,2026-03-20 08:18:06,BTRM_WSN,YES,0.95739,2.17841,6779.80532,208.04588,174.25145,1056.53638,273.95463
19,2026-03-20 08:19:13,BTRM_WSN,YES,0.97917,3.04806,5789.20768,408.16164,193.26624,211.74018,220.07919
20,2026-03-20 08:20:20,BTRM_WSN,YES,0.97483,2.543,6021.93621,92.82121,348.6225,1119.5337,252.76379
21,2026-03-20 08:21:27,BTRM_WSN,YES,0.97956,2.31631,8579.90496,281.48595,387.67168,549.91849,326.6327
22,2026-03-20 08:22:34,BTRM_WSN,YES,0.95399,2.66294,10291.98275,216.01572,570.05851,1139.98038,407.26791
23,2026-03-20 08:23:41,BTRM_WSN,YES,0.97108,2.98828,8939.74866,151.4298,595.06645,763.17575,348.31402
24,2026-03-20 08:24:48,BTRM_WSN,YES,0.96976,2.82589,8772.41761,409.09258,514.96957,365.11059,335.38635
25,2026-03-20 08:25:55,BTRM_WSN,YES,0.95197,2.65954,7076.20239,254.4677,201.28953,1154.76809,289.55759
26,2026-03-20 08:26:02,BTRM_WSN,YES,0.96775,2.60153,8393.30841,381.93167,662.73222,711.6911,338.32211
27,2026-03-20 08:27:09,BTRM_WSN,YES,0.95528,2.08044,5958.91014,422.17256,358.89078,1018.60604,258.61932
28,2026-03-20 08:28:16,BTRM_WSN,YES,0.96538,2.67957,6257.22952,224.81949,325.59147,664.1725,249.06043
29,2026-03-20 08:29:23,BTRM_WSN,YES,0.95231,2.12286,9063.24846,191.55512,568.05351,951.61434,359.14905
30,2026-03-20 08:30:30,BTRM_WSN,YES,0.95495,2.45477,10625.56114,346.92999,385.57689,880.24782,407.94386
31,2026-03-20 08:31:37,BTRM_WSN,YES,0.97846,2.87115,9876.37845,362.0405,546.97794,800.61627,386.20044
32,2026-03-20 08:32:44,BTRM_WSN,YES,0.95631,2.27845,10517.40864,267.3516,294.59868,349.57581,380.96449
33,2026-03-20 08:33:51,BTRM_WSN,YES,0.97923,3.14879,5603.83646,211.28664,591.46918,342.01689,224.95364
