ID,Timestamp,Model,Satisfied,Avg_Satisfaction,Avg_Path_Length,Client_Energy,Malicious_Energy,Benevolent_Energy,Relay_Energy,Avg_Sensor_Energy
1,2026-03-20 08:01:07,LFTM,YES,0.9811,3.14807,6399.56502,327.73829,634.25438,247.28074,253.62795
2,2026-03-20 08:02:14,LFTM,YES,0.97729,2.7656,9402.74752,460.14353,398.90769,1132.14763,379.79821
3,2026-03-20 08:03:21,LFTM,YES,0.96649,2.22479,9719.77921,285.62906,407.51774,887.43234,376.67861
4,2026-03-20 08:04:28,LFTM,YES,0.96771,3.10813,8350.72109,139.58332,675.37512,754.23186,330.66371
5,2026-03-20 08:05:35,LFTM,YES,0.98675,2.45155,7545.58165,117.19636,496.74853,1287.96799,314.91648
6,2026-03-20 08:06:42,LFTM,YES,0.98499,2.65963,6279.62975,169.98038,264.8542,1165.30327,262.65892
7,2026-03-20 08:07:49,LFTM,YES,0.97676,2.77314,6082.8067,212.0048,759.76715,1078.42664,271.10018
8,2026-03-20 08:08:56,LFTM,YES,0.99106,2.80657,8119.85718,355.88229,383.096,1271.72158,337.68523
9,2026-03-20 08:09:03,LFTM,YES,0.97271,3.10178,5910.31196,140.17451,272.98389,405.05835,224.28429
10,2026-03-20 08:10:10,LFTM,YES,0.98843,3.03053,7003.38973,338.40215,501.73381,357.08191,273.35359
11,2026-03-20 08:11:17,LFTM,YES,0.99001,2.26961,9288.90409,371.60551,532.95487,1228.67395,380.73795
12,2026-03-20 08:12:24,LFTM,YES,0.97981,2.73445,9246.32787,389.58009,424.5374,981.3743,368.06066
13,2026-03-20 08:13:31,LFTM,YES,0.97442,2.98516,9435.94871,207.40434,226.95949,277.79434,338.27023
14,2026-03-20 08:14:38,LFTM,YES,0.96863,2.8902,9711.51863,425.98162,745.84012,363.88087,374.90737
15,2026-03-20 08:15:45,LFTM,YES,0.96709,2.37271,6142.14525,204.60226,405.88615,952.68359,256.84391
16,2026-03-20 08:16:52,LFTM,YES,0.97764,2.44399,9873.4797,285.32703,480.96678,810.99305,381.69222
