ID,Timestamp,Model,Satisfied,Avg_Satisfaction,Avg_Path_Length,Client_Energy,Malicious_Energy,Benevolent_Energy,Relay_Energy,Avg_Sensor_Energy
1,2026-03-20 08:01:07,PeerTrust,YES,0.96689,2.23775,7288.30736,271.89327,174.09306,867.74212,286.73453
2,2026-03-20 08:02:14,PeerTrust,YES,0.95047,2.65758,9234.51745,208.90291,551.04511,1070.15899,368.82082
3,2026-03-20 08:03:21,PeerTrust,YES,0.982,2.68994,8645.76369,345.61924,498.91242,987.02953,349.24416
4,2026-03-20 08:04:28,PeerTrust,YES,0.94705,3.13724,8189.03878,154.10794,523.72179,1000.58097,328.91498
5,2026-03-20 08:05:35,PeerTrust,YES,0.97477,3.55061,5772.92337,88.73066,322.21777,904.7616,236.28778
6,2026-03-20 08:06:42,PeerTrust,YES,0.96962,3.07814,5740.07692,342.6435,602.15248,822.44043,250.24378
7,2026-03-20 08:07:49,PeerTrust,YES,0.95914,2.7188,7881.59219,196.0186,601.77933,1059.89408,324.64281
8,2026-03-20 08:08:56,PeerTrust,YES,0.97029,2.80968,9089.11511,408.26107,300.44285,1044.77316,361.41974
9,2026-03-20 08:09:03,PeerTrust,YES,0.95274,3.3924,9602.8744,109.46539,618.44822,440.93388,359.0574
10,2026-03-20 08:10:10,PeerTrust,YES,0.97604,2.45458,6324.23521,351.263,336.9762,1121.94238,271.14723
11,2026-03-20 08:11:17,PeerTrust,YES,0.94542,3.2081,7789.46259,337.77598,519.11686,871.1161,317.24905
12,2026-03-20 08:12:24,PeerTrust,YES,0.96967,2.62869,8282.2446,240.90857,436.0794,635.28908,319.81739
13,2026-03-20 08:13:31,PeerTrust,YES,0.95206,2.36892,6220.69676,120.64861,438.64926,995.54288,259.18458
14,2026-03-20 08:14:38,PeerTrust,YES,0.98106,2.93449,6699.89313,114.17888,260.94114,423.40698,249.94734
15,2026-03-20 08:15:45,PeerTrust,YES,0.98097,2.9747,8896.31218,122.93503,611.59982,705.2402,344.53624
16,2026-03-20 08:16:52,PeerTrust,YES,0.94937,2.27193,10187.63706,242.42792,587.50014,608.75696,387.54407
17,2026-03-20 08:17:59,PeerTrust,YES,0.96451,2.62537,10467.76605,120.27353,557.51059,828.75989,399.14367
18,2026-03-20 08:18:06,PeerTrust,YES,0.95971,3.40423,10447.16568,183.82928,482.93421,832.30508,398.20781
19,2026-03-20 08:19:13,PeerTrust,YES,0.96842,2.41988,6121.21181,105.52206,161.39138,662.03896,235.00547
