ID,Timestamp,Model,Satisfied,Avg_Satisfaction,Avg_Path_Length,Client_Energy,Malicious_Energy,Benevolent_Energy,Relay_Energy,Avg_Sensor_Energy
1,2026-03-22 08:01:07,EigenTrust,YES,0.89649,4.98692,12539.03478,4105.58554,1913.43909,6417.06129,312.18901
2,2026-03-22 08:02:14,EigenTrust,YES,0.88654,4.95429,22623.69121,7799.50018,974.38406,6718.82573,476.45501
3,2026-03-22 08:03:21,EigenTrust,YES,0.87122,4.14749,14001.84753,3593.09521,1615.43572,4283.71574,293.67618
4,2026-03-22 08:04:28,EigenTrust,YES,0.90995,3.72271,22077.68262,5148.67358,763.14472,3320.90701,391.3801
5,2026-03-22 08:05:35,EigenTrust,YES,0.88393,4.53321,23847.16443,6746.65954,652.5113,7577.1986,485.29417
6,2026-03-22 08:06:42,EigenTrust,YES,0.88781,3.44292,16263.26799,2450.95765,1689.76426,4406.17018,310.127
7,2026-03-22 08:07:49,EigenTrust,YES,0.8937,4.82672,21229.95821,5323.89455,1249.99487,6996.65859,435.00633
8,2026-03-22 08:08:56,EigenTrust,YES,0.91196,4.12694,17709.64688,5983.89132,626.40795,3888.8403,352.60983
9,2026-03-22 08:09:03,EigenTrust,YES,0.88475,4.2489,11709.10667,5301.8179,770.47141,7013.38233,309.93473
10,2026-03-22 08:10:10,EigenTrust,YES,0.92959,4.43145,12758.98676,4681.35583,1248.87308,3237.49576,274.08389
11,2026-03-22 08:11:17,EigenTrust,YES,0.86976,4.42178,22793.11202,6978.91733,1663.48082,2916.55646,429.40083
12,2026-03-22 08:12:24,EigenTrust,YES,0.88142,4.64035,17651.66387,7898.52333,1136.95188,4407.52065,388.68325
13,2026-03-22 08:13:31,EigenTrust,YES,0.86106,4.8114,13325.26794,6472.28493,1200.35162,3995.20617,312.41388
14,2026-03-22 08:14:38,EigenTrust,YES,0.85945,3.34627,19093.28426,3718.66585,1260.89612,7161.38413,390.42788
15,2026-03-22 08:15:45,EigenTrust,YES,0.89923,3.94657,16331.96775,2676.4295,1480.15826,3619.33639,301.34865
16,2026-03-22 08:16:52,EigenTrust,YES,0.85226,3.22616,19492.59942,2420.32631,1873.4354,6068.57995,373.18676
17,2026-03-22 08:17:59,EigenTrust,YES,0.88428,3.29215,19737.17644,5866.53854,1621.84611,5650.82012,410.95477
18,2026-03-22 08:18:06,EigenTrust,YES,0.92904,3.10488,14890.82826,4411.41655,1137.35599,2592.46673,287.90084
19,2026-03-22 08:19:13,EigenTrust,YES,0.90843,3.50372,17851.68553,5347.87726,1628.53572,5749.91172,382.22513
20,2026-03-22 08:20:20,EigenTrust,YES,0.89008,4.41504,23140.59177,8117.67065,995.14032,5731.29872,474.80877
21,2026-03-22 08:21:27,EigenTrust,YES,0.85929,4.1378,17756.1754,5991.14564,1313.3819,3243.46194,353.80206
22,2026-03-22 08:22:34,EigenTrust,YES,0.85009,4.27601,12533.03441,7288.41873,1789.32474,7994.12464,370.06128
23,2026-03-22 08:23:41,EigenTrust,YES,0.84898,3.34261,14661.14714,6941.17302,1027.04745,5138.79984,347.10209
24,2026-03-22 08:24:48,EigenTrust,YES,0.91102,4.25519,11378.52596,3253.77453,1062.29799,4160.03376,248.1829
25,2026-03-22 08:25:55,EigenTrust,YES,0.88989,4.27984,22596.75825,5421.80527,1069.41996,6747.13639,447.939
26,2026-03-22 08:26:02,EigenTrust,YES,0.91107,3.59411,17966.51118,3449.57482,1612.51462,6837.30493,373.32382
27,2026-03-22 08:27:09,EigenTrust,YES,0.85071,5.06396,19144.64102,7254.43465,1435.02154,4459.48439,403.66977
28,2026-03-22 08:28:16,EigenTrust,YES,0.87536,2.96958,16380.30438,5182.32661,918.34548,4821.05671,341.27541
29,2026-03-22 08:29:23,EigenTrust,YES,0.91629,4.61114,22873.6,4862.64456,588.6489,4999.44651,416.55425
30,2026-03-22 08:30:30,EigenTrust,YES,0.89356,4.60617,12862.83562,7430.79391,1824.3147,7640.53831,371.98103
31,2026-03-22 08:31:37,EigenTrust,YES,0.91009,4.04916,11053.4283,7794.02406,1614.93111,5646.86797,326.36564
32,2026-03-22 08:32:44,EigenTrust,YES,0.90533,3.58746,18508.27785,4072.85739,1932.81016,4061.10615,357.18814
33,2026-03-22 08:33:51,EigenTrust,YES,0.85824,3.22851,14557.27952,2291.5403,1515.56469,5181.55184,294.3242
34,2026-03-22 08:34:58,EigenTrust,YES,0.90928,3.52319,14182.72596,2627.45723,1500.55747,4164.68558,280.94283
35,2026-03-22 08:35:05,EigenTrust,YES,0.85722,3.01836,16544.05469,3273.89796,1473.98811,5637.9861,336.62409
36,2026-03-22 08:36:12,EigenTrust,YES,0.91912,4.46838,19721.31345,5400.90957,2059.20693,6583.30903,422.05924
37,2026-03-22 08:37:19,EigenTrust,YES,0.88874,3.90229,19898.21367,6461.29541,1271.36467,3543.82644,389.68375
38,2026-03-22 08:38:26,EigenTrust,YES,0.88211,4.43915,19647.34804,6932.67224,1917.72603,4829.04179,416.58485
39,2026-03-22 08:39:33,EigenTrust,YES,0.86286,4.58947,18857.72301,2964.36401,709.54493,6941.80677,368.41798
40,2026-03-22 08:40:40,EigenTrust,YES,0.89435,3.7818,16374.74477,5925.24903,1399.32098,7848.57204,394.34859
